商品标题,商品规格,单价
【秦淮区|仙鹤街】仅99元抢门市价232元蚝鲜生加油站双人套餐，高压锅蒸汽生蚝大号（6只）+清蒸红石斑+烤白虾（5串）+天尝里脊（10串 ）...饕餮海鲜盛宴，手掌大的生蚝！,,99.0
【全国包邮】仅39.9元抢门市价68元棠小一半熟芝士蛋糕，4颗*36g/盒*2，不腻，不齁，清甜，让人吃了一个，还想要再吃一个！,,39.9
【水西门大街】仅99元抢原价256元羊老爷羊肉锅 2-3人套餐！羔羊卷，手切羊肉，乌鸡卷，鸭血，墨鱼丸......朋友聚餐的绝佳选择~,,99.0
【建邺万达旁•集庆门大街站7B号口】小红书流行的齿轮洞穴音乐餐吧来啦！9.9/138元享购门市价297/1199元的潮向酒廊套餐，百威啤酒，酒鬼花生，香辣薯角，精美果盘， 恶魔野格力娇.......,潮向酒廊套餐:A套餐 ,9.9
【全国包邮】仅19.9抢门市价40元形象美蜂蜜保湿护手霜 / 珍珠倍润护手霜 / 乳木果柔嫩护手霜/ 玫瑰水漾护手霜（60G)，四选 二，/门市价49元B套餐马油护手霜（30G)一支 ，用心呵护您的手保持最年轻的状态,护手霜:蜂蜜保湿护手霜 / 珍珠倍润护手霜 / 乳木果柔嫩护手霜/ 玫瑰水漾护手霜（60G)四选 二 ,19.9
【新街口/杰克地方】仅59元抢门市价147元牛排单人套餐特级西冷牛排，田园沙拉，意式蔬菜汤，味蕾和视觉的双重盛宴~,,59.0
【江宁翠屏国际 | 沐槿宫】159元抢原价237元一大一小洗浴+自助，269元抢原价415元两大一小洗浴+自助，休闲放松，快和小伙伴一起打卡吧,沐槿宫.:A套餐： 一大一小（洗浴 自助） ,159.0
【建邺|缤润汇】仅39元抢原价1380元HANA美学皮肤管理中心酵素浴套餐！日本暴瘦酵素浴， 深层水漾活肤光彩SPA，，日本晓姿眼部活化管理，背部脂刷一次 （四选 三），,,39.0
【全国通用】随处畅游度假卡，999元5晚任意拆分，每晚仅需199元，两天一晚住星级酒店，承包您的5次假期~【激活后1年内有效】承包你的十一假期出游~,,999.0
【建邺万达旁•集庆门大街站7B号口】小红书流行的齿轮洞穴音乐餐吧来啦！9.9/138元享购门市价297/1199元的潮向酒廊套餐，百威啤酒，酒鬼花生，香辣薯角，精美果盘， 恶魔野格力娇.......,潮向酒廊套餐:B套餐 ,138.0
直播秒杀【秦淮区|仙鹤街】仅59元抢门市价232元蚝鲜生加油站双人套餐，高压锅蒸汽生蚝大号（6只）+清蒸红石斑+烤白虾（5串）+天尝里脊（10串 ）...饕餮海鲜盛宴，手掌大的生蚝！,,59.0
【千年珠宝|江苏27店通用】79元抢原价199元环环相扣钻石项链，89元抢原价289元四叶草水晶玛瑙项链，99元抢原价460元和田玉吊坠+银项链,千年珠宝套餐·:环环相扣钻石项链 ,79.0
直播秒杀【张府园地铁站】仅9.9元抢原价33元柒也家招牌手打虾滑1份+鳕鱼滑1份，享受吃虾滑的快乐~,,9.9
【常发广场】39元抢原价396元OVBBESS生活馆美甲美睫套餐，纯色美甲（可跳2色）+美睫一次(120根），在这里回归元气仙女！,,39.0
【限江浙沪皖包邮】69元抢原价128元榴莲泡泡（30克*18粒）一盒，晶莹剔透的饼皮，包裹着沉甸甸的榴莲果肉，让你幸福到冒泡泡,,69.0
直播秒杀【水西门大街】仅59元抢原价256元羊老爷羊肉锅 2-3人套餐！羔羊卷，手切羊肉，乌鸡卷，鸭血，墨鱼丸......朋友聚餐的绝佳选择~,,59.0
【百家湖地铁站旁】88/169元抢原价228/456元水秀苑大酒店单人/双人自助餐，新西兰青口、阿拉斯加蟹脚、花蟹、海螺  毛蟹、皮皮虾、生蚝、扇贝...  霸气开场，分分钟吃回本！,自助:B套餐 双人自助,169.0
【河西万达商圈】解放铲屎官的双手！仅19.9元抢门市价102元HelloMeow猫猫SPA套餐！专业耐心对待每一只猫猫！,,19.9
【全国包邮】仅59元抢门市价220元德沃仕 焖烧壶焖烧保温保鲜三色随机发BS-203 500ml，不用火，不用电，美味佳肴随手成。,,59.0
【百家湖地铁站旁】88/169元抢原价228/456元水秀苑大酒店单人/双人自助餐，新西兰青口、阿拉斯加蟹脚、花蟹、海螺  毛蟹、皮皮虾、生蚝、扇贝...  霸气开场，分分钟吃回本！,自助:A套餐 单人自助 ,88.0
【宁来汤】江广创艺工场|叮咚~快来领取专属你的秋日小温暖！19.9元单人浴资门票！来一场正宗的韩式汤泉之旅！ ,,19.9
【茶薇甜|秦淮区】9.9元双人套餐！超多口味让你挑选！奶与茶相融合，解馋又解腻！,,9.9
【全国包邮】19.9元抢原价29.9元小养冰淇淋吐司（420g/箱）/西瓜吐司（500g/箱），软润细腻的吐司，早餐下午点心安排上,小养吐司:冰淇淋吐司 ,19.9
【芭提小筑|两店通用】仅118/218元享原价388元/668元泰式按摩套餐，泰式环境大气精美，技艺精湛舒适身心，墙裂推荐给大家,芭提小筑: 泰式古方按摩 ,118.0
【双十一特惠.全国包邮|香奈儿】仅158元抢原价330元香奈儿炫亮魅力口红1支！9款色号任选其一，知名大牌口红，精致女孩儿怎么能没有一支~,,158.0
【全国包邮】19.9元抢原价29.9元小养冰淇淋吐司（420g/箱）/西瓜吐司（500g/箱），软润细腻的吐司，早餐下午点心安排上,小养吐司:西瓜吐司,19.9
【全国60多家民宿通用|免押金订房】仅788元抢原价1288元何所忆民宿卡！ 不限次数，不限房型，不限时间，无需押金！,,788.0
【建邺区|万达】仅39元抢门市价724元想de美美容套餐，仅49元抢门市价794元想de美养生套餐，送你一份美丽/健康大礼每个女孩都值得拥有~,想DE美:美容套餐 ,39.0
【两店通用】29.9元抢门市价1720元圣梦亲体美肤套餐，68元抢门市价860元圣梦亲体养生套餐，养护身体、精致面容从内而外为你的健康美丽事业护航,圣梦:美容套餐 ,29.9
【六朝鸭业|夫子庙】39.9元抢原价79元现做3斤老卤鸭 ，南京老字号特产经营单位，做你爱吃的鸭！,,39.9
【两店通用】29.9元抢门市价1720元圣梦亲体美肤套餐，68元抢门市价860元圣梦亲体养生套餐，养护身体、精致面容从内而外为你的健康美丽事业护航,圣梦:养生套餐,68.0
【千年珠宝|江苏27店通用】79元抢原价199元环环相扣钻石项链，89元抢原价289元四叶草水晶玛瑙项链，99元抢原价460元和田玉吊坠+银项链,千年珠宝套餐·:四叶草水晶玛瑙项链,89.0
【两店通用】仅99元抢原价325元炉子旁烤肉2-3人餐！六款火爆肉食+裙带菜汤+酱料+气泡水3杯！网红烤肉盛宴等你来打卡~,,99.0
【老鼓楼鸡鸣汤包/夫子庙店】26.8元抢原价122元家庭套餐！鸡汁汤包+鸭血粉丝汤+赤豆酒酿元宵或桂花糖芋苗，百年老店，不忘初心，品味最熟悉的老味道！,,26.8
【超长使用期 周末通用】仅178元限时抢购门市价436温泉二次卡：苏州乐园四季悦温泉、嘉兴云澜湾温泉、张家港金凤凰温泉等六大温泉~ ,,178.0
预售【高淳金沙水城】29.9元抢原价59元单人浴资+自助餐，159元抢原价199元普通按摩+单人浴资+自助餐，179元抢原价219元金牌按摩+单人浴资+自助餐,金沙水城 套餐: A套餐 单人浴资 自助餐 ,29.9
【新街口莱迪】9.9元抢原价15元陈记超值套餐，陈记秘制老长沙臭豆腐+里脊串，还不赶紧安排上去打卡哦~~,,9.9
【南京温泉】499元抢原价1588元汤山一品双人温泉度假套餐！温泉3选1！2大1小！周末不加价！免费双早！入冬的仪式感，温泉安排！,,499.0
【双店同庆，无需预约】一条能唤醒你味蕾的鱼~85元购门市价249元【藤娇&旺鱼】烤鱼套餐！湄公鱼泡饼 、花甲 、黄豆芽 、土豆片 、金针菇 、娃娃菜 、冰粉2份 、酸梅汁一扎,,85.0
【棒约翰】【南京两店通用】69.9元抢门市价197元2-3人餐【9寸比萨】5选1+【主食】3选1+【小食】4选1+【饮品3选3】可复选，无限续杯,,69.9
【小咩茶·羊乳奶茶】石鼓路店|一家有魔力的饮品店！呆萌可爱的小咩羊，一秒戳中少女心！9.9元双人饮品套餐！草莓柠檬冰+奶盖乌龙… ,,9.9
【新街口印象汇|追光映像】仅39元享门市价668元儿童摄影套餐！1对1专业化妆造型3组+3组服装+3组造型.（60-80张）+5张精修6寸单片..,,39.0
【高淳金沙水城】29.9元抢原价59元单人浴资+自助餐，159元抢原价199元普通按摩+单人浴资+自助餐，179元抢原价219元金牌按摩+单人浴资+自助餐,金沙水城 套餐: A套餐 单人浴资 自助餐 ,29.9
直播秒杀【无需预约·南京水沐秦淮足道】养生，从足疗开始~仅需39.9元即可享门市价168元足疗套餐，60分钟足疗+饮品（6选1）+四格小吃【红茶、绿茶、大麦茶、 可乐、雪碧、矿泉水+：水果1份+小食3份】,,39.9
【苏蜀传奇旋转小火锅】单人自助火锅+自助烧烤+饮料+冰激凌+水果，29.9元随便吃！这个老板到底闹哪样？超多菜品等你来解锁，还不来盘！,,29.9
直播秒杀【双店同庆，无需预约】一条能唤醒你味蕾的鱼~59元购门市价249元【藤娇&旺鱼】烤鱼套餐！湄公鱼泡饼 、花甲 、黄豆芽 、土豆片 、金针菇 、娃娃菜 、冰粉2份 、酸梅汁一扎,,59.0
【优酷VIP会员】78元抢原价198元优酷会员年卡，海量大片+无广告+高清视听体验…还能探班爱豆！宅家看剧必备~会员抢先看正片,,78.0
直播秒杀【新街口莱迪】6.9元抢原价15元陈记超值套餐，陈记秘制老长沙臭豆腐+里脊串，还不赶紧安排上去打卡哦~~,,6.9
直播秒杀【两店通用】仅69元抢原价325元炉子旁烤肉2-3人餐！六款火爆肉食+裙带菜汤+酱料+气泡水3杯！网红烤肉盛宴等你来打卡~,,69.0
直播秒杀【河西万达商圈】解放铲屎官的双手！仅12.9元抢门市价102元HelloMeow猫猫SPA套餐！专业耐心对待每一只猫猫！,,12.9
【丸龟制面】新街口|年终钜惠！温暖整个冬季！39.9元抢门市价90元双人套餐！风靡世界各地的丸龟制面来袭！ ,,39.9
【无需预约·南京水沐秦淮足道】养生，从足疗开始~仅需59.9元即可享门市价168元足疗套餐，60分钟足疗+饮品（6选1）+四格小吃【红茶、绿茶、大麦茶、 可乐、雪碧、矿泉水+：水果1份+小食3份】,,59.9
【高淳金沙水城】29.9元抢原价59元单人浴资+自助餐，159元抢原价199元普通按摩+单人浴资+自助餐，179元抢原价219元金牌按摩+单人浴资+自助餐,金沙水城 套餐: C套餐 金牌按摩 单人浴资 自助餐,179.0
【全国包邮】仅29.9元抢门市价119元形象美 洗护浴三件套血橙沐浴乳一瓶550ML，生姜洗发水一瓶300ML，生姜护发水一瓶300ML ,,29.9
【全国包邮】仅23.9元抢购门市价59元50片暖身贴（暖宫贴/暖心贴/暖宝宝），寒冷秋冬，驱寒暖宫。,,23.9
【西鱿伏腰|石头城】新晋网红店！人均不到20元！39.9元抢门市价180元西鱿伏腰双人堂食套餐！,,39.9
【高淳金沙水城】29.9元抢原价59元单人浴资+自助餐，159元抢原价199元普通按摩+单人浴资+自助餐，179元抢原价219元金牌按摩+单人浴资+自助餐,金沙水城 套餐: B套餐 普通按摩 单人浴资 自助餐,159.0
【小猪查理】北门桥|火爆北上广的小猪！带上你256G的胃！吃到扶墙出！129元抢午/晚市通用双人自助！选用四川凉山走地小香猪！ ,,129.0
【仙鹤街|佰年足道】69元抢原价188元经典足疗套餐，99元抢原价268元超值SPA套餐，低头族必囤~,佰年足道套餐:A套餐：足疗套餐 ,69.0
【仙鹤街|佰年足道】69元抢原价188元经典足疗套餐，99元抢原价268元超值SPA套餐，低头族必囤~,佰年足道套餐:B套餐：SPA套餐,99.0
【五店通用】仅45/69抢门市价108/168元Care one5寸/6寸动物奶油蛋糕，多种样式可选，超实惠！,蛋糕:B套餐 6寸蛋糕,69.0
【全国包邮除偏远地区】49.9元抢4大罐原价109元海于唱盐焗虎皮腰果，丰富营养，补充体能，健胃利脾~ 大人小孩全家适合，咸香松脆，越吃越香的健康小零食~~,,49.9
直播秒杀【仙鹤街|佰年足道】49元抢原价188元经典足疗套餐，低头族必囤~,,49.0
【爱奇艺】16.9元抢原价25元爱奇艺黄金会员月卡，免广告，更流畅！多看6集，畅享高清影视！,,16.9
【全国通用】仅58元抢价值1000元寄居蟹民宿体验卡Plus（单次），可连住2晚中端/1晚高端，新老客户都可使用！全国105+家精品民宿任你选，快来一次说走就走的旅行~,,58.0
【鼓楼|巷陌繁花酒吧】酒吧中的王炸来了！19.9元=门市价310元12瓶啤酒+2份坚果，/莫吉托一扎/长岛冰茶一扎二选 一+ 干果2份 。29.9元抢门市价416元欧卡尼香槟一支+精美果盘一份 带你嗨翻整个长夜！！！,巷陌繁花酒吧:B套餐：,19.9
直播秒杀【全国通用】仅38元抢价值1000元寄居蟹民宿体验卡Plus（单次），可连住2晚中端/1晚高端，新老客户都可使用！全国105+家精品民宿任你选，快来一次说走就走的旅行~,,38.0
【大行宫1912街区•无需预约】可喝酒可烤肉的网红火锅来啦！9.9元抢购100元黑龙吃肉酒馆代金券一张，一站式体验酒吧+火锅的双重快乐！,,9.9
【全国包邮】【中华老字号东来顺羔羊蝎子 | 百年品牌清真食品 】福利价59元=门市价272元【东来顺秘制精选羊蝎子（五香）】百分百保证 ,东来顺羊蝎子:B：两袋,99.0
【鼓楼|巷陌繁花酒吧】酒吧中的王炸来了！19.9元=门市价310元12瓶啤酒+2份坚果，/莫吉托一扎/长岛冰茶一扎二选 一+ 干果2份 。29.9元抢门市价416元欧卡尼香槟一支+精美果盘一份 带你嗨翻整个长夜！！！,巷陌繁花酒吧:A套餐： ,19.9
【小龙坎麻辣小火锅超值来袭！火锅界人气王！】仅39.9元=3盒！享门市价79元三盒即食小火锅！精选食材搭配醇香牛油，随时随地畅享麻辣鲜香、爽爆味蕾的地道成都火锅！,,39.9
【五店通用】仅45/69抢门市价108/168元Care one5寸/6寸动物奶油蛋糕，多种样式可选，超实惠！,蛋糕:A套餐 5寸蛋糕 ,45.0
【鼓楼|巷陌繁花酒吧】酒吧中的王炸来了！19.9元=门市价310元12瓶啤酒+2份坚果，/莫吉托一扎/长岛冰茶一扎二选 一+ 干果2份 。29.9元抢门市价416元欧卡尼香槟一支+精美果盘一份 带你嗨翻整个长夜！！！,巷陌繁花酒吧:C套餐：,29.9
直播秒杀【苏蜀传奇旋转小火锅】单人自助火锅+自助烧烤+饮料+冰激凌+水果，22.9元随便吃！这个老板到底闹哪样？超多菜品等你来解锁，还不来盘！,,22.9
【全国包邮】【中华老字号东来顺羔羊蝎子 | 百年品牌清真食品 】福利价59元=门市价272元【东来顺秘制精选羊蝎子（五香）】百分百保证 ,东来顺羊蝎子:A：一袋  ,59.0
【小龙坎江宁区新亭西路店】仅159元抢原价357元3-4人餐，锅底+精品肥牛+精品千层肚+精品巴沙鱼+水晶鸭肠+鸭血+撒尿牛丸+蟹柳花+...,,159.0
【全国包邮】仅38元抢门市价68元川娃子蒜蓉酱/蒜蓉剁椒酱，蒜蓉酱原味*2+剁椒*2 （240g/瓶），整整四瓶。,,38.0
【财叔食尚馆】马府西街|57元烧鸡公双人套餐！鲜嫩多汁的鸡肉搭配上多种配菜！喊上小伙伴一起大口吃肉吧！ ,,57.0
【金轮国际广场】仅19.9元抢门市价720元千俪佳美美容养生套餐，面部SPA活水注氧1次， 冬季龙脊升阳2次， 中医经络减肥3次，超级划算！ ,,19.9
【河西万达】仅88元购门市价346元【禾食·鲍鱼鸡】2人餐！太湖竹荪农家走地鸡半只+美国肥牛+潮州手打牛肉滑+有机蔬菜拼盘+水果嫩玉米+美味特色泡萝卜+无锡油面筋 +...,,88.0
【汕头直发·京东冷链·全国包邮】正宗手打潮汕牛肉丸~仅79元抢3斤潮汕牛肉丸&牛筋丸套餐，送一包沙茶 +一包蒜头酥+一包辣皇酱！Q弹爽口，柔韧鲜嫩，是你不可错过的美味~,,79.0
【 自嗨锅 | 半个娱乐圈明星都在吃！月销高达50万+！】仅49.9元起=门市价99元的【自嗨锅人气煲仔饭组合4盒】,,49.9
【三层防护口罩】22.9元抢原价79元50个装成人三层防护口罩，三层防护有效过滤！,,22.9
【遇见小面】南京3店通用|这碗月销10W+的豌杂面，你一定不能错过！48元抢门市价98元的双人餐！在金陵遇见重庆小面！ ,,48.0
39元抢购《断舍离》，全新断舍离，不止物品整理，浓缩18年断舍离践行推广经验，理论+实践全面升级,,39.0
【 地铁4号线龙江地铁站附近】仅29.9/49.9元抢原价79/118元百年澡堂单人/亲子洗浴+水果/饮料自助休闲娱乐，健康养生，好评5颗星，强烈推荐你！,百年澡堂:单人套餐 ,29.9
【全国通用】24.9元抢门市价33元肯德基老北京鸡肉卷两份，性价比超高，还在等啥？赶紧抢啊！,,24.9
【全国通用】17.9元抢门市价25元肯德基脆皮原味鸡两份，性价比超高，还在等啥？赶紧抢啊！,,17.9
【全国包邮】仅26.9元抢门市价39元奇亚籽谷物酸奶果粒麦片420克*2袋 ，五选 二 ，低温烘培非油炸，香脆不上火。,,26.9
【全国包邮】79元抢原价169元海底捞底料组合套餐（赠海底捞不锈钢鸳鸯锅1个），把海底捞的锅底搬回家，撑起一片火锅世界！,,79.0
直播秒杀【河西万达】仅69元购门市价346元【禾食·鲍鱼鸡】2人餐！太湖竹荪农家走地鸡半只+美国肥牛+潮州手打牛肉滑+有机蔬菜拼盘+水果嫩玉米+美味特色泡萝卜+无锡油面筋 +...,,69.0
直播秒杀【五店通用】仅29.9元抢门市价108元Care one5寸动物奶油蛋糕，多种样式可选，超实惠！,,29.9
直播秒杀【 地铁4号线龙江地铁站附近】仅19.9元抢原价79元百年澡堂单人洗浴+水果/饮料自助休闲娱乐，健康养生，好评5颗星，强烈推荐你！,,19.9
【江宁区金箔路/碉堡烤鱼】仅88元抢原价208元特惠双人餐，烤鱼一条约3斤+配菜4个+热饮一扎+米饭2份！辛香麻辣的烤鱼，快约上朋友一起去~,,88.0
【爆品返场 | 500万+宝妈强推舒宁电动牙刷 | 买一送一】仅29.9元购官网价178元【舒宁智能声波电动牙刷】成人款儿童款，4色选配，2个机身+4个刷头+2个牙膏+2个电池,牙刷:成人款黑/白 儿童款紫/蓝,29.9
【洪武记·贵州黄牛肉火锅】中山东路|138元3~4人火锅套餐！阴雨绵绵的季节，zui适合吃一顿热乎乎的牛肉火锅啦！爆款惊喜返场！ ,,138.0
【爆品返场 | 500万+宝妈强推舒宁电动牙刷 | 买一送一】仅29.9元购官网价178元【舒宁智能声波电动牙刷】成人款儿童款，4色选配，2个机身+4个刷头+2个牙膏+2个电池,牙刷:成人款黑 成人款白 ,29.9
【预售|泰合玺夫子庙夫子庙水游城，尧化门金地广场，马群花园城3店通用】88/168/188元享泰式按摩套餐，让你远离喧嚣，卸下疲惫！,泰合玺.:C套餐： 泰式精油 SPA（60分钟）,188.0
【 地铁4号线龙江地铁站附近】仅29.9/49.9元抢原价79/118元百年澡堂单人/亲子洗浴+水果/饮料自助休闲娱乐，健康养生，好评5颗星，强烈推荐你！,百年澡堂:亲子套餐 ,49.9
【建邺区•黄山路】爱犬福利给你送到手~限时19.9元抢门市价69元【Pet ear宠物沙龙】宠物狗狗洗护套餐,,19.9
【纽斯汗蒸】嘉勒彼广场 | 58元抢原价129元单人浴资券1张，寒冬来袭汗蒸安排上，一起来感受这份惬意与幸福吧！,,58.0
【全国包邮】9.9元抢原价19元精益嘉沙琪玛12根（6种口味/箱），丰富不单调，给您更多的味蕾享受~,,9.9
【全国包邮】59.9元抢原价109元时尚印花1.8米床四件套，109元抢原价199元新疆长绒棉1.8米床四件套，多种花色可选，换季必备,火烈鸟四件套:A套餐：时尚印花1.8米床四件套 ,59.9
【珠江路地铁口 炭火美蛙双人餐】仅88元抢门市价216元双人套餐，炭火美蛙五选一+随机配菜4种+酸梅汤一扎+2份米饭,,88.0
【全国包邮】59.9元抢原价109元时尚印花1.8米床四件套，109元抢原价199元新疆长绒棉1.8米床四件套，多种花色可选，换季必备,火烈鸟四件套:B套餐：新疆长绒棉1.8米床四件套,109.0
【鼓楼世茂滨江】喝正宗海南椰子鸡汤！88元抢原价216元海南特色椰子鸡2-3人餐，清远鸡一只+椰青+红糖糍粑+矿泉水+6种青菜！一锅用椰汁和恒大冰泉煮出来的高逼格鸡汤,,88.0
【两店通用】仅39元抢门市价88元Care one2寸动物奶油戒指蛋糕，简简单单  表达更好的爱，仪式感满满 ，为幸福增添一抹色彩~,,39.0
直播秒杀【两店通用】仅29.9元抢门市价88元Care one2寸动物奶油戒指蛋糕，简简单单  表达更好的爱，仪式感满满 ，为幸福增添一抹色彩~,,29.9
【预售|泰合玺夫子庙夫子庙水游城，尧化门金地广场，马群花园城3店通用】88/168/188元享泰式按摩套餐，让你远离喧嚣，卸下疲惫！,泰合玺.:A套餐： 泰式半身按摩（30分钟） ,88.0
【口渴了|19店】11.9元双人饮品套餐！酝酿了一个春夏的时间，带来清新百香雪梨茶！沁甜爽口，喝了就爱上,,11.9
【珠江路地铁口 重庆火椒鱼】仅88元抢门市价216元双人套餐，炭火美蛙五选一+随机配菜4种+酸梅汤一扎+2份米饭,,88.0
【炙久家烤肉】吾悦广场|金陵老牌烤肉店，7层网红阶梯烤肉来袭，肉肉满满吃到爽！99元2～3人烤肉套餐！空运自澳洲的和牛烤肉,,99.0
【预售|泰合玺夫子庙夫子庙水游城，尧化门金地广场，马群花园城3店通用】88/168/188元享泰式按摩套餐，让你远离喧嚣，卸下疲惫！,泰合玺.:B套餐： 泰式古方按摩（60分钟）,168.0
直播秒杀【全国通用】19.9元抢门市价33元肯德基老北京鸡肉卷两份，性价比超高，还在等啥？赶紧抢啊！,,19.9
【玄武诺富特酒店|自助餐】仅128元抢门市价228元一大一小自助餐，自助餐重磅升级 三文鱼又回来啦！ 品种繁多，口味丰富 红柳枝烤羊肉、碳烤生蚝、香辣冷串 花式美味，期待您的品鉴,,128.0
直播秒杀【小龙坎麻辣小火锅超值来袭！火锅界人气王！】仅29.9元=3盒！享门市价79元三盒即食小火锅！精选食材搭配醇香牛油，随时随地畅享麻辣鲜香、爽爆味蕾的地道成都火锅！,,29.9
直播秒杀【珠江路地铁口|重庆火椒鱼】仅69元抢门市价216元双人套餐，炭火美蛙五选一+随机配菜4种+酸梅汤一扎+2份米饭,,69.0
【新街口|泰式按摩】仅99元抢原价338元泰式古方按摩！128元抢原价418元泰式精油按摩，99元抢198元芳养生按摩：淋巴排毒/头疗/肾保养/卵巢保养，四选 一,泰留莲泰式SPA/养生套餐:B套餐： 泰式精油按摩,128.0
直播秒杀【全国包邮】仅19.9元抢门市价39元奇亚籽谷物酸奶果粒麦片420克*2袋 ，五选 二 ，低温烘培非油炸，香脆不上火。,,19.9
【高淳金沙水城】39.9元抢原价59元单人浴资+自助餐，各种特色沐浴及休闲娱乐设施，让你吃喝玩乐一条龙，随性的放松自己,,39.9
【全国包邮】仅16.9元抢门市价25元黄山烧饼15个/袋*2 ，25.9元抢4袋，买4袋更划算，色泽金黄诱人，形如蟹壳，满口留香。,黄山烧饼:B套餐：15个/袋*4,25.9
【鼓楼世茂滨江】喝正宗海南椰子鸡汤！88元抢原价278元海南特色椰子鸡2-3人餐，清远鸡一只+椰青+红糖糍粑+矿泉水+6种青菜！一锅用椰汁和恒大冰泉煮出来的高逼格鸡汤,,88.0
【全国包邮|网红小零食】仅25.9元抢门市价38元雪花酥两袋，39.9元抢门市价76元雪花酥四袋！200g/袋， 好吃到停不下来！！    奶香味浓 入口香酥 ，大人、 小孩都可以吃哦~,雪花酥:B套餐：200g/袋*4,39.9
【谷兰语】天元东路|有音乐有酒有故事！29.9元抢门市价297元2-3人小吃啤酒简餐！繁花似锦、灯火阑珊  文艺的环境+醇香的美酒~  醉人的歌声+诱人的美食,,29.9
【桥北弘阳时代中心】仅39.9元抢门市价696元镜面皮肤管理美甲套餐，纯色美甲、皮肤检测、肌肤吸尘器一次，你身边值得信赖的美肤管理大咖,,39.9
【全国包邮】仅16.9元抢门市价25元黄山烧饼15个/袋*2 ，25.9元抢4袋，买4袋更划算，色泽金黄诱人，形如蟹壳，满口留香。,黄山烧饼:A套餐：15个/袋*2 ,16.9
【全国通用】17.9元抢门市价25元肯德基原味鸡两份，性价比超高，还在等啥？赶紧抢啊！,,17.9
【好特卖河西万达店】好吃点曲奇礼盒、小肥羊藤娇小酥肉、皇冠曲奇、好时巧克力...各种品牌好物，超低价格通通带回家,好特卖:净安洗衣液2.2kg,9.6
【近天印大道地铁站|北京烤鸭店】78元享门市价310元双人套餐，138元门市价480元4人套餐，北京烤鸭、白灼大虾、清蒸白鱼....,烤鸭:A套餐 双人套餐 ,78.0
【每日坚果】八种全球甄选坚果果干，仅39.9元=门市价139元【干趣每日坚果1箱30包】！科学配比，营养均衡；低温烘烤工艺，保留坚果营养.,,39.9
直播秒杀【玄武诺富特酒店|自助餐】仅99元抢门市价228元一大一小自助餐，自助餐重磅升级 三文鱼又回来啦！ 品种繁多，口味丰富 红柳枝烤羊肉、碳烤生蚝、香辣冷串 花式美味，期待您的品鉴,,99.0
【近天印大道地铁站|北京烤鸭店】78元享门市价310元双人套餐，138元门市价480元4人套餐，北京烤鸭、白灼大虾、清蒸白鱼....,烤鸭:B套餐 四人套餐,138.0
【新街口|泰式按摩】仅99元抢原价338元泰式古方按摩！128元抢原价418元泰式精油按摩，99元抢198元芳养生按摩：淋巴排毒/头疗/肾保养/卵巢保养，四选 一,泰留莲泰式SPA/养生套餐:A套餐：泰式古方按摩 ,99.0
【鼓楼/美容养生】39元抢原价2176元千禧美容养生套餐，面部小V脸 ，眼部小熨斗，巨补水，单色美甲‘让你用最便宜的价格享受一次顶级的美容养生服务！,,39.0
【年产20w吨＋袁隆平 汪涵等强烈推荐 | 湖南长寿之乡长寿果 麻阳冰糖橙】仅29.9元尝鲜价=门市价68元冰糖橙 10斤大果装，甜似冰糖的彩箱大果！现摘现发，从果园到舌尖，一步到胃！,,29.9
【全国包邮】仅198元抢门市价408元味艮浓苹果酒500ml* 6瓶/箱 ，微醺之美富硒苹果酒，萃取烟台苹果精华。,,198.0
直播秒杀【全国包邮】19.9元抢黄山烧饼4袋，色泽金黄诱人，形如蟹壳，满口留香。,,19.9
【全国包邮】仅39.9元抢门市价119元盐焗手剥巴旦木*4罐 ，49.9元抢6罐，买6罐更划算，轻轻一捏即享美味，果皮极薄，满口留香。,巴旦木:B套餐：巴旦木6罐,49.9
直播秒杀【百家湖地铁站旁】69元抢原价228元水秀苑大酒店单人自助餐，霸气开场，分分钟吃回本！超多种类 带着plus胃去，一次吃个够！,,69.0
【随处旅行】9.9元抢588元酒店会员卡，全国住酒店2-9折，还有机会免费住希尔顿、洲际！,,9.9
直播秒杀【全国包邮】仅99元抢门市价408元味艮浓苹果酒500ml* 6瓶/箱 ，微醺之美富硒苹果酒，萃取烟台苹果精华。,,99.0
【全国包邮】仅49.9元抢门市价79元云南腾药牙龈修复牙膏，组合套装（冬青100g+留兰90g+绿茶120g+留兰25g+留兰25g）,,49.9
【全国包邮】仅39.9元抢门市价119元盐焗手剥巴旦木*4罐 ，49.9元抢6罐，买6罐更划算，轻轻一捏即享美味，果皮极薄，满口留香。,巴旦木:A套餐：巴旦木4罐 ,39.9
直播秒杀【鼓楼世茂滨江】喝正宗海南椰子鸡汤！69元抢原价278元海南特色椰子鸡2-3人餐，清远鸡一只+椰青+红糖糍粑+矿泉水+6种青菜！一锅用椰汁和恒大冰泉煮出来的高逼格鸡汤,,69.0
直播秒杀【森林摩尔】仅39元抢购原价154元辣味颂双人套餐，锅底+牛蛙4只+嫩爽鸭血+娃娃菜+玫瑰冰粉2份+特制酸梅汁，香气四溢、辣而不燥~,,39.0
【河西万达，河西金鹰世界2店通用】99元享门市价151元【蓉李记穿巷成都名小吃】2~3人烤鱼！香辣烤鱼+口水鸡+鸡丝凉面+老成都炒饭+柠檬红茶+草堂乌梅饮,,99.0
